,Age,Potential,Value,Wage,Acceleration,Aggression,Agility,Balance,Ball_control,Composure,Crossing,Curve,Dribbling,Finishing,Sprint_speed,Stamina,Strength,Vision,Preferred_Positions
5232,22,75.0,€2.4M,10000.0,72,70,72,61,72,73,65,71,69,71,68,67,69,65,ST CAM 
5236,25,70.0,€2M,7000.0,75,66,67,64,66,64,30,30,61,71,77,67,79,50,ST 
5239,33,70.0,€1.1M,22000.0,81,44,62,84,73,67,58,64,71,77,78,62,41,61,ST 
5242,23,75.0,€2.4M,6000.0,81,53,87,85,73,62,65,63,76,63,77,68,33,61,ST CAM CM LM 
5243,22,78.0,€2.7M,22000.0,84,43,76,84,71,64,65,64,76,67,83,71,62,63,LM ST RM CF 
5248,30,70.0,€1.7M,8000.0,72,55,77,74,69,60,51,40,67,68,76,70,65,44,ST 
5264,21,76.0,€2.5M,8000.0,89,59,77,80,67,72,64,64,72,69,88,76,66,61,RW ST 
5267,34,70.0,€925K,12000.0,85,56,92,91,72,71,60,68,68,65,93,76,32,67,ST 
5274,29,70.0,€1.8M,19000.0,61,41,65,61,71,61,58,68,72,66,66,54,71,54,CF ST 
5275,27,71.0,€2.1M,8000.0,79,75,74,71,64,58,51,31,60,64,79,64,76,62,ST 
5281,25,75.0,€2.4M,13000.0,74,65,73,73,71,64,56,49,70,73,67,68,71,67,RB ST CAM 
5287,30,70.0,€1.7M,6000.0,50,28,61,35,70,74,38,43,62,68,62,72,87,65,ST 
5295,27,70.0,€1.9M,18000.0,91,40,77,77,66,60,62,59,68,69,91,75,56,63,LW ST RW 
5303,34,70.0,€0,0.0,53,67,70,74,68,66,62,66,66,69,55,55,75,62,ST 
5315,27,71.0,€2.1M,12000.0,73,57,87,65,68,67,60,57,67,65,70,63,72,59,ST 
5331,29,70.0,€1.7M,4000.0,71,45,83,81,71,62,71,45,77,61,72,62,61,71,ST CAM 
5342,20,84.0,€3.9M,12000.0,65,53,61,65,69,68,34,62,68,68,66,71,76,63,ST 
5347,19,80.0,€2.8M,29000.0,77,64,72,68,70,68,46,62,74,67,75,71,70,67,ST 
5349,32,70.0,€1.4M,9000.0,70,72,72,75,74,65,66,70,75,68,70,56,57,71,ST 
5350,26,72.0,€2.2M,9000.0,67,67,66,62,67,65,43,67,63,70,69,73,74,50,ST 
5361,29,70.0,€1.8M,7000.0,73,66,64,60,66,66,30,62,64,68,79,69,71,66,ST 
5364,28,70.0,€1.8M,7000.0,88,71,71,62,67,60,69,49,64,66,91,77,71,59,LM ST RM 
5369,37,70.0,€625K,5000.0,56,62,68,63,70,63,66,55,64,70,53,57,76,70,ST 
5371,21,81.0,€3.1M,41000.0,76,62,68,55,61,59,63,54,70,69,78,76,76,55,RW ST 
5373,30,70.0,€1.7M,12000.0,80,77,75,79,65,66,63,62,73,70,77,70,66,67,CAM CF ST 
5374,27,70.0,€1.9M,17000.0,76,57,70,67,72,57,56,65,66,70,72,74,69,67,CAM ST 
5377,23,77.0,€2.5M,4000.0,74,75,74,51,68,74,55,55,68,68,77,77,74,56,CAM ST 
5383,21,78.0,€2.7M,9000.0,80,44,68,74,69,55,60,54,71,66,86,72,77,59,LM ST 
5386,33,70.0,€1.1M,5000.0,81,44,62,84,73,67,58,64,71,77,78,62,41,61,ST 
5387,31,70.0,€1.6M,6000.0,62,62,64,59,67,66,60,56,63,72,62,75,80,56,LM ST 
5396,29,70.0,€1.8M,17000.0,64,79,70,72,67,67,54,63,61,72,70,82,77,55,ST 
5397,31,70.0,€1.6M,8000.0,35,68,40,52,65,66,46,33,63,71,40,38,75,53,ST 
5398,37,70.0,€625K,29000.0,74,72,70,68,68,82,64,64,66,70,71,83,67,65,CAM ST 
5401,24,73.0,€2.3M,29000.0,73,61,76,52,74,70,69,69,75,68,76,58,71,67,ST LM RM 
5402,33,70.0,€1.1M,18000.0,65,62,61,57,66,67,42,55,62,75,67,67,77,53,ST 
5413,21,77.0,€2.6M,5000.0,76,53,58,46,70,71,50,42,66,67,78,45,90,59,ST 
5414,29,70.0,€1.8M,4000.0,61,41,65,61,71,61,58,68,72,66,66,54,71,54,CF ST 
5419,22,78.0,€2.6M,18000.0,71,54,66,71,74,63,56,64,72,62,68,54,51,72,ST LW CAM 
5430,29,70.0,€1.8M,20000.0,68,55,73,69,72,73,69,61,73,70,73,63,65,68,LM ST 
5434,30,70.0,€1.7M,1000.0,91,64,77,69,65,75,64,64,71,65,92,71,67,64,ST LM 
5436,28,70.0,€1.8M,10000.0,69,54,69,57,63,59,39,48,59,72,72,60,78,66,ST 
5453,25,74.0,€2.3M,12000.0,67,54,63,44,68,61,32,63,67,71,72,73,73,43,ST 
5464,22,80.0,€2.9M,12000.0,85,36,80,70,67,68,53,51,65,71,87,67,71,65,LM ST 
5466,22,76.0,€2.5M,8000.0,77,56,73,74,67,63,44,47,69,71,82,65,85,51,ST 
5471,36,70.0,€600K,19000.0,48,31,69,69,70,67,75,72,67,64,49,34,45,77,ST CM LM CAM 
5472,25,72.0,€2.2M,24000.0,52,55,58,42,69,68,41,44,65,75,68,69,75,39,ST 
5480,22,77.0,€2.5M,16000.0,74,50,76,70,68,60,51,48,68,74,70,57,56,59,ST 
5485,24,77.0,€2.5M,15000.0,58,42,55,71,68,74,50,35,62,75,60,69,88,60,ST 
5491,25,73.0,€2.2M,9000.0,63,41,76,79,70,67,66,64,72,67,72,62,43,69,ST LM 
5500,25,73.0,€2.3M,4000.0,78,38,78,73,67,65,57,43,69,74,75,70,58,59,RM ST 
5507,24,73.0,€2.3M,9000.0,91,62,83,92,70,67,62,64,75,66,93,70,61,63,ST RM LM 
5508,24,74.0,€2.4M,8000.0,78,58,78,67,74,65,65,72,76,65,84,73,70,55,LW ST 
5512,26,71.0,€2.1M,8000.0,84,47,83,92,70,59,67,77,70,65,85,74,44,60,CAM ST LM RM 
5522,23,77.0,€2.5M,7000.0,73,56,69,70,67,64,63,46,71,72,90,79,76,68,ST RM 
5529,20,80.0,€2.9M,14000.0,68,76,45,38,67,68,41,43,64,70,73,57,92,57,ST 
5531,25,74.0,€2.3M,12000.0,77,88,61,62,66,60,53,55,66,70,80,85,87,57,ST 
5534,30,70.0,€1.7M,7000.0,76,40,77,59,64,62,53,59,63,67,72,66,83,62,CM ST 
5538,32,70.0,€1.4M,16000.0,72,65,73,69,68,68,49,59,62,71,61,73,77,60,CF ST 
5546,29,70.0,€1.8M,16000.0,63,70,68,70,69,67,62,59,67,68,63,74,78,60,ST 
5555,23,77.0,€2.5M,13000.0,75,56,70,53,73,67,58,67,69,73,73,67,64,56,RM ST 
5564,34,70.0,€925K,7000.0,59,86,61,67,68,77,57,67,67,70,62,56,76,58,CF ST 
5565,28,70.0,€1.8M,23000.0,60,61,59,66,71,64,51,53,67,66,73,69,79,60,ST 
5567,28,70.0,€1.8M,1000.0,65,52,70,66,73,77,63,65,72,72,67,55,75,71,RM ST 
5569,31,70.0,€1.6M,12000.0,43,69,33,32,68,64,54,57,63,74,55,68,89,73,ST 
5570,31,70.0,€1.6M,5000.0,62,52,73,71,67,75,63,50,65,67,68,61,73,68,ST 
5577,26,72.0,€2.2M,7000.0,79,41,74,70,63,64,33,66,66,75,70,59,63,59,ST 
5582,25,72.0,€2.2M,11000.0,78,54,79,72,71,70,69,66,73,67,76,55,68,64,ST CAM RM 
5588,21,77.0,€2.6M,10000.0,68,40,71,73,70,66,59,51,64,73,73,68,73,52,ST 
5594,32,70.0,€1.4M,7000.0,51,71,46,34,58,66,32,54,61,74,55,67,79,72,ST 
5600,29,70.0,€1.8M,23000.0,68,70,71,66,72,67,76,72,70,69,69,72,76,71,CAM LM RM ST 
5604,28,70.0,€1.8M,9000.0,84,56,82,76,68,68,67,68,72,66,86,73,57,68,CF RW ST 
5606,29,70.0,€1.8M,15000.0,73,69,65,66,67,60,57,66,71,70,69,70,72,62,RM ST 
5611,37,70.0,€600K,7000.0,64,88,66,80,68,72,44,65,65,73,57,54,79,66,CM ST CAM 
5621,33,70.0,€1.1M,5000.0,65,62,61,57,66,67,42,55,62,75,67,67,77,53,ST 
5623,27,70.0,€1.9M,10000.0,77,46,81,75,70,66,62,66,71,61,80,71,49,70,ST LM CAM 
5626,28,70.0,€1.8M,6000.0,79,49,78,80,71,65,64,74,73,70,79,62,63,64,ST CAM 
5628,28,70.0,€1.8M,26000.0,66,81,62,51,69,65,62,53,68,66,71,78,81,58,ST 
5638,26,73.0,€2.2M,40000.0,78,31,79,83,67,71,42,60,64,71,78,83,64,53,ST 
5646,26,73.0,€2.2M,35000.0,79,43,82,66,70,66,56,65,69,70,84,66,68,60,LW ST 
5647,33,70.0,€1.1M,19000.0,77,68,83,84,70,73,68,55,68,69,77,71,57,65,ST 
5648,28,70.0,€1.8M,23000.0,77,65,78,75,69,67,59,68,69,68,76,72,63,59,ST 
5658,21,78.0,€2.7M,13000.0,76,67,66,66,63,68,68,38,75,74,84,81,71,62,LM RM ST 
5667,21,76.0,€2.5M,17000.0,81,56,48,62,68,67,51,61,69,70,83,83,83,55,ST 
5671,27,71.0,€2.1M,7000.0,81,74,90,77,77,58,56,59,65,67,78,60,70,60,ST 
5678,31,70.0,€1.6M,2000.0,88,70,76,55,68,67,58,64,72,68,83,55,75,61,ST 
5682,21,79.0,€2.8M,14000.0,69,39,73,79,76,63,71,61,75,77,68,53,51,59,ST LW 
5683,25,73.0,€2.3M,12000.0,66,58,57,54,68,66,38,62,61,68,68,68,73,71,ST 
5688,31,70.0,€1.6M,32000.0,67,71,70,73,68,70,47,67,65,74,65,66,79,65,ST 
5698,25,75.0,€2.4M,17000.0,79,53,76,64,80,61,55,71,81,68,82,65,65,54,LM ST 
5708,19,83.0,€3.4M,6000.0,74,52,70,63,74,70,63,68,72,67,77,64,68,63,ST 
5713,31,70.0,€1.6M,17000.0,56,72,65,68,73,63,59,59,71,68,47,30,76,56,ST 
5737,26,73.0,€2.2M,8000.0,64,60,58,36,73,60,58,61,70,67,69,69,82,58,ST 
5740,21,78.0,€2.7M,14000.0,69,65,63,59,63,63,36,51,58,70,72,67,88,58,ST 
5746,21,78.0,€2.7M,30000.0,66,72,53,31,67,61,54,40,65,69,78,33,93,66,ST 
5756,22,75.0,€2.4M,11000.0,73,55,70,72,62,63,39,58,63,72,75,73,71,58,ST 
5757,25,71.0,€1.3M,21000.0,74,54,62,60,70,60,59,63,69,66,79,86,80,62,ST 
5758,23,73.0,€1.4M,23000.0,69,60,71,73,60,65,56,64,68,69,68,63,84,64,ST 
5763,26,72.0,€1.3M,8000.0,85,57,75,70,69,69,58,55,69,69,84,74,78,59,RM ST 
5766,27,69.0,€1.1M,13000.0,81,48,60,51,67,64,39,59,65,70,84,74,90,46,RM ST 
5774,23,75.0,€1.5M,7000.0,51,77,57,46,64,70,62,59,60,72,58,62,84,48,ST 
5779,22,78.0,€1.6M,24000.0,75,68,64,69,67,57,44,48,68,69,79,68,76,53,RM ST 
5783,21,78.0,€1.7M,14000.0,75,35,78,81,74,59,65,56,75,73,79,49,42,64,CAM LM ST 
5784,25,69.0,€1.2M,5000.0,82,51,70,67,76,72,60,54,75,50,81,60,71,55,CF ST 
5790,29,69.0,€1.1M,6000.0,86,77,85,73,64,70,54,68,69,74,74,67,54,65,ST 
5796,25,72.0,€1.3M,7000.0,67,48,67,63,64,66,37,58,57,75,70,59,70,49,ST 
5812,31,69.0,€950K,1000.0,49,66,36,32,66,73,31,55,57,70,64,67,91,46,ST 
5816,24,74.0,€1.4M,8000.0,45,67,46,34,67,71,28,46,58,65,65,60,91,45,ST 
5817,25,72.0,€1.3M,6000.0,87,52,77,81,73,62,63,69,74,66,79,52,44,65,LM ST RM 
5820,29,69.0,€1.1M,2000.0,61,67,64,48,68,53,56,60,65,73,64,69,86,53,ST 
5822,19,78.0,€1.6M,5000.0,71,47,66,48,64,66,30,64,60,68,76,61,77,46,ST 
5823,28,69.0,€1.1M,28000.0,68,81,66,64,63,61,45,53,57,67,72,70,82,69,ST 
5824,26,71.0,€1.3M,19000.0,76,54,72,68,65,63,63,60,66,68,78,75,77,63,LM ST 
5830,23,75.0,€1.5M,11000.0,62,58,59,67,69,65,39,39,68,69,62,70,71,58,ST 
5832,29,69.0,€1M,8000.0,60,43,67,57,73,72,57,61,67,73,66,72,73,65,CM ST CAM 
5843,25,71.0,€1.3M,18000.0,60,66,61,49,68,70,36,63,60,69,60,70,79,61,ST 
5846,19,82.0,€2M,16000.0,82,28,75,70,71,68,39,49,70,68,74,66,67,62,ST 
5848,24,75.0,€1.4M,3000.0,83,50,66,66,69,61,58,54,67,71,86,83,65,60,ST LM RM 
5851,23,75.0,€1.4M,9000.0,92,54,79,74,68,64,48,63,72,68,93,78,67,62,ST RM RW 
5860,27,69.0,€1.1M,1000.0,90,38,92,92,70,63,66,65,72,65,77,66,31,67,RM LM ST CAM 
5863,28,69.0,€1.1M,15000.0,82,71,51,69,60,72,32,60,62,74,75,52,62,68,CAM ST 
5872,26,69.0,€1.1M,1000.0,79,66,78,63,62,66,71,62,67,70,84,69,75,63,CAM ST RM 
5877,25,72.0,€1.3M,5000.0,69,36,73,65,69,68,45,58,70,69,72,72,70,55,LM ST 
5878,23,75.0,€1.5M,12000.0,73,43,72,73,68,65,64,60,70,68,76,74,72,68,ST 
5886,24,74.0,€1.4M,13000.0,90,68,85,86,66,63,62,51,72,67,84,74,75,63,ST CAM LM 
5893,31,69.0,€925K,6000.0,73,48,72,65,66,77,63,76,73,73,71,54,59,65,ST CAM 
5904,29,69.0,€1.1M,4000.0,85,48,84,84,67,60,54,62,71,70,89,62,57,57,RW LW ST 
5905,22,76.0,€1.5M,13000.0,77,39,87,90,65,65,58,63,74,70,75,80,59,67,LM CAM ST 
5907,29,69.0,€1.1M,5000.0,80,75,89,77,59,65,56,50,67,71,84,78,69,54,ST 
5912,30,69.0,€1M,3000.0,87,65,81,78,64,68,75,67,65,58,85,72,39,70,RW ST RM 
5920,28,69.0,€1.1M,6000.0,61,75,65,67,70,69,60,73,66,69,73,74,67,68,CAM ST 
5930,25,71.0,€1.3M,8000.0,82,65,84,80,68,60,68,71,69,56,80,74,60,67,ST LM RM 
5931,30,69.0,€1M,5000.0,75,68,70,71,68,64,45,49,69,74,80,65,59,47,ST 
5935,29,69.0,€1.1M,5000.0,77,83,75,71,64,70,72,64,66,67,83,90,75,69,RB ST 
5937,34,69.0,€550K,7000.0,62,84,65,64,66,68,45,63,60,69,61,69,58,59,CAM LM ST 
5938,29,69.0,€1.1M,7000.0,58,70,69,67,65,63,47,45,64,68,62,67,82,55,ST 
5939,27,70.0,€1.2M,12000.0,63,60,32,42,64,64,41,52,48,74,71,60,79,41,ST 
5946,32,69.0,€850K,10000.0,37,73,33,53,65,73,35,48,50,72,59,74,80,68,ST 
5948,23,76.0,€1.5M,17000.0,76,69,73,65,68,61,59,54,68,66,79,74,72,55,RW CAM ST 
5949,24,75.0,€1.5M,15000.0,52,58,54,58,72,65,32,64,67,70,52,62,88,61,ST 
5951,20,77.0,€1.6M,6000.0,68,42,71,55,71,60,74,77,68,71,73,57,73,70,LM RM ST 
5952,25,72.0,€1.3M,17000.0,74,78,73,68,66,64,63,65,65,64,77,81,74,62,ST 
5960,30,69.0,€1M,7000.0,57,49,67,70,73,59,75,76,71,65,57,40,59,67,ST RM LM CAM 
5968,20,77.0,€1.6M,13000.0,81,68,69,69,65,62,33,38,62,67,86,65,87,55,ST 
5971,26,71.0,€1.3M,8000.0,79,59,73,73,75,73,62,49,72,70,81,69,52,63,CAM ST 
5983,31,69.0,€950K,8000.0,66,63,72,72,75,69,64,74,69,67,68,70,76,55,ST 
5985,29,69.0,€1.1M,14000.0,70,46,67,56,72,69,56,57,64,72,68,56,73,50,ST 
5988,25,71.0,€1.3M,8000.0,79,48,71,67,74,65,53,55,73,74,81,61,70,72,LW ST 
5993,32,69.0,€850K,6000.0,49,73,53,54,66,68,46,56,60,68,53,44,85,55,ST 
5994,23,74.0,€1.4M,8000.0,85,65,80,50,69,65,58,55,70,69,86,75,78,66,CAM RM RW ST 
5995,24,74.0,€1.4M,3000.0,74,39,72,69,72,59,68,63,71,69,70,61,62,67,CF ST 
5997,30,69.0,€1M,6000.0,73,59,75,77,66,77,65,59,72,65,76,74,67,65,RW LW ST 
6000,19,78.0,€1.6M,10000.0,65,34,65,70,76,50,62,35,73,71,68,57,50,52,CAM ST LW 
6013,21,81.0,€1.9M,41000.0,55,38,56,55,74,60,26,62,66,71,65,70,92,52,ST 
6022,27,69.0,€1.1M,5000.0,84,50,77,72,68,61,66,45,69,59,82,59,60,66,ST LM RM 
6030,30,69.0,€1M,1000.0,60,73,62,65,58,73,48,53,50,76,65,67,78,67,ST 
6033,25,71.0,€1.3M,9000.0,75,50,71,73,63,69,31,39,64,72,76,81,77,54,ST 
6036,27,69.0,€1.1M,7000.0,85,56,91,72,69,60,62,66,70,63,87,85,58,66,ST RW 
6045,29,69.0,€1.1M,2000.0,76,51,68,71,70,65,43,67,67,70,75,70,62,45,ST 
6052,21,77.0,€1.6M,13000.0,64,57,66,51,70,66,50,52,67,70,76,73,67,49,RM ST 
6054,26,70.0,€1.2M,21000.0,84,68,82,84,66,51,61,56,70,67,83,76,61,63,ST RM 
6058,18,84.0,€2.2M,13000.0,78,31,57,60,70,59,58,54,74,69,84,58,66,58,LM ST 
6066,28,69.0,€1.1M,8000.0,92,57,84,66,62,65,60,61,70,61,91,91,55,60,LM LW ST RM 
6080,26,70.0,€1.3M,7000.0,61,59,67,63,60,65,42,62,58,73,54,72,76,51,ST 
6083,21,79.0,€1.7M,28000.0,74,85,57,60,67,56,34,55,66,73,75,72,79,67,ST 
6092,33,69.0,€650K,27000.0,72,74,61,61,67,70,56,41,64,71,76,73,84,67,ST 
6097,26,70.0,€1.3M,48000.0,64,48,62,49,70,65,40,48,68,70,68,65,79,51,ST 
6100,27,69.0,€1.1M,6000.0,61,70,60,55,65,70,45,65,60,66,75,68,85,55,ST 
6121,20,76.0,€1.5M,17000.0,79,63,76,78,67,63,44,52,70,66,79,76,87,62,CAM CF ST 
6122,23,78.0,€1.6M,6000.0,76,42,73,79,73,59,63,66,76,70,72,49,41,57,LM RM ST 
6125,24,72.0,€1.3M,3000.0,80,40,81,66,70,56,65,72,68,61,78,65,64,65,ST LM 
6132,23,77.0,€1.5M,4000.0,90,84,84,91,75,65,55,53,71,57,81,83,70,69,ST CAM 
6156,23,76.0,€1.5M,8000.0,65,29,62,67,63,53,34,50,61,75,64,66,73,61,ST 
6159,23,74.0,€1.4M,18000.0,65,66,58,55,70,53,43,46,67,71,67,77,78,37,ST 
6165,31,69.0,€950K,10000.0,65,70,63,50,68,60,65,52,64,66,65,63,82,59,ST 
6179,23,74.0,€1.4M,8000.0,80,64,73,63,66,68,60,49,71,67,80,63,71,54,ST 
6180,30,69.0,€1M,23000.0,75,80,69,51,70,50,64,71,72,70,78,33,72,61,LW CF ST 
6185,34,69.0,€550K,16000.0,54,65,76,79,72,68,72,55,67,70,54,48,60,67,RM ST 
6187,25,71.0,€1.3M,16000.0,91,53,92,94,70,76,56,71,69,70,87,63,57,63,LW ST 
6188,25,72.0,€1.3M,10000.0,67,36,65,60,64,69,48,64,59,72,67,58,70,58,ST 
6193,24,74.0,€1.4M,19000.0,71,59,91,78,68,54,49,37,67,70,81,34,34,34,LM RM ST 
6194,27,70.0,€1.2M,2000.0,81,37,78,77,66,67,53,37,64,68,80,68,65,51,ST 
6195,23,74.0,€1.4M,29000.0,68,54,70,48,66,62,45,52,66,68,77,67,75,62,ST 
6210,28,69.0,€1.1M,10000.0,62,64,68,66,68,65,55,66,64,74,57,68,67,68,ST CAM 
6213,31,69.0,€925K,11000.0,82,33,84,77,72,65,59,60,71,63,80,59,63,65,LW RW ST RM 
6216,29,69.0,€1.1M,1000.0,43,78,45,37,66,70,31,54,47,76,53,68,78,45,ST 
6220,35,69.0,€475K,3000.0,43,48,30,32,69,75,40,44,55,75,58,55,92,48,ST 
6222,23,74.0,€1.4M,5000.0,84,52,85,77,68,65,63,45,71,62,90,77,73,60,CAM ST RM 
6224,22,77.0,€1.6M,8000.0,64,71,71,61,73,68,29,64,75,66,63,65,79,63,ST 
6235,35,69.0,€475K,3000.0,63,51,64,57,69,72,47,53,58,71,67,67,74,49,ST 
6240,24,74.0,€1.4M,10000.0,78,45,75,68,68,57,66,65,74,68,74,64,59,67,ST CAM LM RM 
6253,21,76.0,€1.5M,48000.0,74,36,65,70,69,60,45,49,68,70,76,68,67,60,ST 
6254,25,71.0,€1.3M,18000.0,91,42,90,84,75,64,52,45,69,70,88,67,69,61,RM RW ST 
6256,29,69.0,€1M,14000.0,78,60,83,82,70,70,66,67,73,62,70,64,57,64,ST CAM 
6261,27,70.0,€1.2M,2000.0,70,31,75,72,69,57,28,35,71,70,73,51,69,68,ST 
6264,23,75.0,€1.4M,18000.0,83,44,80,68,68,69,65,49,72,60,83,68,60,66,ST RM LM 
6268,25,74.0,€1.4M,4000.0,42,34,47,33,64,58,43,47,57,69,42,61,92,52,ST 
6269,33,69.0,€650K,8000.0,77,74,74,63,64,65,59,49,63,69,74,72,72,55,ST 
6274,28,69.0,€1.1M,4000.0,92,71,71,78,68,60,63,47,68,66,93,75,74,61,RM ST 
6277,25,73.0,€1.4M,2000.0,83,63,79,58,68,64,63,70,73,74,75,82,64,63,LM CAM ST 
6278,21,79.0,€1.7M,17000.0,69,70,68,66,65,59,38,56,69,75,74,57,77,57,ST 
6282,20,79.0,€1.7M,12000.0,73,33,62,44,70,59,48,37,71,72,79,45,59,44,ST 
6285,31,69.0,€950K,6000.0,76,52,74,63,66,63,46,62,65,67,80,72,76,57,ST 
6286,26,72.0,€1.3M,3000.0,82,36,73,64,68,67,51,62,66,72,84,73,63,55,ST 
6295,24,74.0,€1.4M,12000.0,77,51,90,77,71,70,64,64,71,69,76,77,44,66,RW ST 
6296,21,78.0,€1.7M,5000.0,84,45,78,83,68,49,60,57,68,66,75,74,64,49,RW ST 
6304,27,69.0,€1.1M,14000.0,68,70,70,72,64,58,66,68,71,70,78,71,81,57,RW ST 
6306,25,70.0,€1.3M,11000.0,76,45,78,73,70,69,42,52,66,72,76,73,68,42,ST 
6307,25,72.0,€1.3M,6000.0,72,74,64,60,68,64,54,70,68,69,68,53,74,60,ST 
6312,25,69.0,€1.2M,9000.0,82,51,70,67,76,72,60,54,75,50,81,60,71,55,CF ST 
6316,29,69.0,€1.1M,22000.0,86,77,85,73,64,70,54,68,69,74,74,67,54,65,ST 
6319,33,69.0,€650K,12000.0,58,61,52,42,68,66,40,41,64,72,52,53,79,53,ST 
6321,27,70.0,€1.2M,3000.0,72,64,62,51,69,73,65,37,67,63,75,70,93,60,ST 
6325,23,77.0,€1.6M,13000.0,68,70,60,60,66,40,29,51,62,70,79,68,85,43,ST 
6329,29,69.0,€1.1M,38000.0,78,55,77,64,67,61,62,64,67,70,77,72,72,51,ST 
6330,29,69.0,€1.1M,9000.0,48,76,58,34,69,60,43,59,70,71,49,72,85,53,ST 
6337,31,69.0,€925K,15000.0,68,59,72,65,70,47,56,45,74,67,60,63,51,69,ST CAM 
6344,24,75.0,€1.4M,18000.0,91,74,88,79,68,66,63,68,73,66,90,72,47,60,LM ST LW 
6348,23,74.0,€1.4M,5000.0,81,52,81,86,71,63,64,63,68,71,75,52,64,63,RM ST RW 
6353,19,81.0,€1.8M,9000.0,83,53,81,78,67,59,58,43,72,71,85,55,51,56,LW ST 
6355,28,69.0,€1.1M,26000.0,74,68,61,53,63,68,34,48,68,68,77,69,71,58,ST 
6362,29,69.0,€1.1M,8000.0,44,67,35,41,66,62,42,51,60,69,38,55,84,49,ST 
6364,21,78.0,€1.7M,6000.0,67,55,73,80,65,64,40,51,67,72,72,69,84,45,ST 
6371,32,69.0,€850K,6000.0,81,59,71,66,66,62,51,59,66,70,77,71,66,60,ST 
6375,19,84.0,€2.3M,12000.0,81,49,80,65,70,58,53,52,74,69,76,69,69,59,ST 
6381,28,69.0,€1.1M,15000.0,73,69,72,55,67,66,59,60,63,68,75,71,78,57,ST 
6383,21,77.0,€1.6M,29000.0,78,33,74,64,56,60,29,34,74,71,81,53,74,47,ST 
6384,25,71.0,€1.3M,6000.0,72,78,69,75,67,59,34,61,65,71,76,80,82,60,RM ST 
6388,24,76.0,€1.5M,6000.0,74,55,82,67,72,72,58,65,68,71,72,63,61,63,CF ST 
6394,34,69.0,€525K,5000.0,68,52,71,70,69,71,63,69,66,61,60,64,69,70,ST CM CAM 
6396,22,78.0,€1.6M,9000.0,85,44,83,65,67,62,65,55,73,67,83,62,65,63,LM ST LW 
6403,34,69.0,€550K,8000.0,50,56,68,70,71,62,63,66,70,68,54,66,59,57,RW ST 
6404,24,74.0,€1.4M,3000.0,79,75,73,68,65,64,45,64,69,65,75,78,82,53,ST 
6408,29,69.0,€1.1M,3000.0,76,45,59,44,68,71,28,61,59,72,76,74,87,53,ST 
6427,29,69.0,€1.1M,10000.0,49,55,61,35,69,78,53,43,64,70,61,66,79,54,ST 
6431,21,80.0,€1.8M,22000.0,79,77,64,69,68,57,45,52,64,69,76,75,81,57,ST 
6439,25,74.0,€1.4M,14000.0,77,68,82,76,70,60,51,47,72,69,79,64,71,57,ST 
6440,24,74.0,€1.4M,3000.0,83,81,68,78,65,67,34,50,60,70,82,56,85,50,ST 
6445,25,72.0,€1.3M,9000.0,82,54,89,72,70,67,58,59,67,71,81,67,66,60,LM ST 
6452,27,69.0,€1.1M,3000.0,68,43,63,48,67,58,54,53,65,67,72,63,85,64,ST 
6455,27,69.0,€1.1M,14000.0,86,68,85,86,68,68,66,62,69,67,85,80,63,66,RM LM ST 
6460,29,69.0,€1.1M,8000.0,68,86,78,59,69,65,48,48,68,67,69,77,78,65,ST 
6465,27,69.0,€1.1M,13000.0,78,66,74,67,70,72,70,66,73,58,78,71,69,61,ST CM RM 
6467,26,71.0,€1.3M,15000.0,71,33,61,61,66,68,29,49,68,72,67,65,68,56,ST 
6472,27,70.0,€1.2M,8000.0,81,69,79,71,67,61,45,54,65,68,76,70,84,44,LM ST 
6474,23,74.0,€1.4M,6000.0,82,46,78,82,67,58,58,67,74,69,79,67,61,60,ST LM RM 
6485,24,72.0,€1.3M,7000.0,83,65,75,83,68,52,65,59,73,60,80,70,42,60,ST CM RM LM 
6496,27,69.0,€1.1M,9000.0,76,32,70,65,67,56,67,64,70,66,76,70,60,64,CAM ST LM RM 
6502,20,79.0,€1.7M,8000.0,68,49,66,66,69,72,46,65,64,70,71,73,75,57,ST 
6511,32,69.0,€825K,32000.0,67,40,67,60,76,68,66,68,74,66,62,54,73,71,ST CAM RM 
6517,26,72.0,€1.3M,10000.0,71,78,62,44,57,62,58,70,65,69,82,65,86,60,ST 
6518,25,73.0,€1.4M,13000.0,69,67,58,59,71,66,36,47,67,56,67,75,56,72,ST CAM 
6530,24,73.0,€1.4M,26000.0,68,51,63,59,64,67,31,43,59,71,68,68,76,58,ST 
6531,33,69.0,€650K,4000.0,58,61,52,42,68,66,40,41,64,72,52,53,79,53,ST 
6537,30,69.0,€1M,8000.0,82,59,79,85,70,67,51,60,73,74,80,51,36,59,CAM LM ST 
6546,30,69.0,€1M,5000.0,58,29,73,57,71,74,68,72,73,74,55,83,78,70,ST LM 
6551,22,76.0,€1.5M,13000.0,78,31,78,78,69,60,69,56,75,67,75,64,49,59,ST RM LM 
6553,25,69.0,€1.1M,29000.0,82,76,73,58,70,63,48,68,73,68,82,78,63,59,ST RM LM 
6563,25,74.0,€1.4M,4000.0,72,58,68,60,70,68,53,57,76,71,73,69,74,69,ST 
6569,20,78.0,€1.7M,7000.0,68,38,74,58,65,64,54,39,67,71,74,69,70,53,ST 
6586,32,69.0,€850K,6000.0,75,80,74,70,68,65,69,73,72,68,71,79,64,70,ST 
